"Splunk_Instance","Splunk_Roles",title,definition,args,app,sharing,author,description
ES,"PROD-ES-1|search_head","unauthorized_dns_servers_filter","",,"DA-ESS-ContentUpdate",global,system,"Use this macro to add additional filters for DNS Query Requests Resolved by Unauthorized DNS Servers detection"
ES,"PROD-ES-1|search_head","uncommon_processes","lookup update=true lookup_uncommon_processes_default process_name as process_name outputnew uncommon_default,category_default,analytic_story_default,kill_chain_phase_default,mitre_attack_default | lookup update=true  lookup_uncommon_processes_local process_name as process_name outputnew uncommon_local,category_local,analytic_story_local,kill_chain_phase_local,mitre_attack_local | eval uncommon = coalesce(uncommon_default, uncommon_local), analytic_story = coalesce(analytic_story_default, analytic_story_local), category=coalesce(category_default, category_local), kill_chain_phase=coalesce(kill_chain_phase_default, kill_chain_phase_local), mitre_attack=coalesce(mitre_attack_default, mitre_attack_local) | fields - analytic_story_default, analytic_story_local, category_default, category_local, kill_chain_phase_default, kill_chain_phase_local, mitre_attack_default, mitre_attack_local, uncommon_default, uncommon_local | search uncommon=true",,"DA-ESS-ContentUpdate",global,system,"This macro limits the output to processes that have been marked as uncommon"
ES,"PROD-ES-1|search_head","unload_sysmon_filter_driver_filter","search *",,"DA-ESS-ContentUpdate",global,system,"Use this macro to add additional filter for Unload sysmon filter driver search to filter out the false positives"
ES,"PROD-ES-1|search_head","unsigned_image_loaded_by_LSASS_filter","search *",,"DA-ESS-ContentUpdate",global,system,"Use this macro to add additional filter for unsigned image loaded by LSASS"
ES,"PROD-ES-1|search_head","wineventlog_security","eventtype=""wineventlog_security""",,"DA-ESS-ContentUpdate",global,system,"Customer specific splunk configurations(eg- index, source, sourcetype) for Windows Event Logs. Replace the macro definition with configurations for your Splunk Environmnent."
ES,"PROD-ES-1|search_head","get_whois","`truncate_domain(dest, domain)` | lookup update=true whois_tracker domain OUTPUT _time as newly_seen,resolved_domain,created | eval created=if(match(created,""^\d{4}-\d{2}-\d{2}$""),strptime(created,""%Y-%m-%d""),created)",,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","http_category_sparkline_earliest","-24h@h",,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","http_category_sparkline_span",1h,,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","http_user_agent_sparkline_earliest","-24h@h",,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","http_user_agent_sparkline_span",1h,,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","large_email_threshold",2097152,,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","new_domain_analysis_sparkline_span",1h,,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","outputcheckpoint_whois",noop,,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","src_stream","source=stream*",,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","swap_resolved_domain(1)","eval ""$field$""=if(isnotnull(resolved_domain) AND resolved_domain!=""unknown"",resolved_domain,'$field$')",field,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","vulnerability_tracker","inputlookup append=T vulnerability_tracker | `get_asset(dest)`",,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","vulnerability_tracker(1)","inputlookup append=T vulnerability_tracker where `tracker_trp($timefield$,$timefield$)` | `get_asset(dest)`",timefield,"DA-ESS-NetworkProtection",global,system,
ES,"PROD-ES-1|search_head","all_threat_intel","`email_intel` | `file_intel` | `process_intel` | `registry_intel` | `service_intel` | `user_intel` | `http_intel` | `ip_intel` | `certificate_intel`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","all_threat_intel_stats","`all_threat_intel` | stats [| rest splunk_server=local count=0 /services/admin/macros search=""name=*_intel_stats NOT name=all_threat_intel_stats"" | `makemv(definition,"","")` | stats values(definition) as search | `makesv(search,"","")`] | addtotals fieldname=count | table count",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","all_threat_intel_stats_by_threat_key","`all_threat_intel` | stats [| rest splunk_server=local count=0 /services/admin/macros search=""name=*_intel_stats NOT name=all_threat_intel_stats"" | `makemv(definition,"","")` | stats values(definition) as search | `makesv(search,"","")`] by threat_key | addtotals fieldname=count | table threat_key,count",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","certificate_intel","inputlookup append=T certificate_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""certificate_intel"")` | mvexpand certificate_serial | `get_certificate_serial` | eventstats values(certificate_serial) as certificate_serial,values(certificate_serial_clean) as certificate_serial_clean,values(certificate_serial_dec) as certificate_serial_dec by _key | dedup _key,threat_collection | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","certificate_intel_stats","dc(certificate_serial),dc(certificate_issuer_common_name),dc(certificate_issuer_email),dc(certificate_issuer_organization),dc(certificate_issuer_unit),dc(certificate_subject_common_name),dc(certificate_subject_email),dc(certificate_subject_organization),dc(certificate_subject_unit),dc(certificate_file_hash),dc(ip),dc(domain)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","email_intel","inputlookup append=T email_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""email_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","email_intel_stats","dc(src_user),dc(subject),dc(file_name),dc(file_hash),dc(embedded_domain),dc(embedded_ip),dc(src)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","exclude_disabled_entries","where NOT disabled=1",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","file_intel","inputlookup append=T file_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""file_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","file_intel_stats","dc(file_hash),dc(file_name)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","filter_by_threat_age","search [| rest splunk_server=local count=0 /services/data/inputs/threatlist | join type=left url [rest splunk_server=local count=0 /services/data/transforms/lookups | eval url=""lookup://"".title | fields url filename] | eval max_age=case(is_threatintel=0, now(), isnull(max_age), 0, like(max_age, ""%rt%""), 0, 1==1, tonumber(relative_time(now(), max_age))) | where isnum(max_age) AND max_age>0 | eval threat_key=case(match(url, ""^lookup://.""), replace(filename, ""(.+)\.(.+)"",""\1""), type==""taxii"", ""*|"".title.""_TAXII_*"", 1=1, title),searchstring=""(threat_key=\"""".threat_key.""\"" time<"".max_age."")"" |  return 100 $searchstring | eval search=if(search==""()"" OR search=="""" OR isnull(search),"""",""NOT ("".search."")"")]",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","filter_by_threat_category(2)","`threat_group_intel` | search threat_category=""$value$"" | rename _key as ""$field$"" | table ""$field$"" | format","field,value","DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","filter_by_threat_group(2)","`threat_group_intel` | search threat_group=""$value$"" | rename _key as ""$field$"" | table ""$field$"" | format","field,value","DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","filter_threatintel_collection(1)","inputlookup $collection$ | `filter_by_threat_age` | outputlookup $collection$ | stats count",collection,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","get_certificate_serial","rex field=certificate_serial "".*(?<certificate_serial>0x.*[a-fA-F0-9]).*"" | rex mode=sed field=certificate_serial ""s/\([Nn]egative\)/-/g"" | eval certificate_serial=case(match(certificate_serial,""^[+]\d+$""),substr(certificate_serial,2),match(certificate_serial,""^[-]?\d+$""),certificate_serial,match(certificate_serial,""^[+][a-fA-F0-9]+(?:\:|$)""),""0x"".substr(certificate_serial,2),match(certificate_serial,""^[a-fA-F0-9]+(?:\:|$)""),""0x"".certificate_serial,match(certificate_serial,""^[-][a-fA-F0-9]+(?:\:|$)""),""-0x"".substr(certificate_serial,2),1=1,certificate_serial) | eval certificate_serial_dec=if(match(certificate_serial,""^[-]?\d+$""),certificate_serial,certificate_serial_dec) | eval certificate_serial=if(isnotnull(certificate_serial_dec),null(),certificate_serial) | `get_certificate_serial_clean` | lookup hex2dec hex as certificate_serial_clean OUTPUTNEW dec as certificate_serial_dec | lookup hex2dec dec as certificate_serial_dec OUTPUTNEW hex as certificate_serial | `get_certificate_serial_clean`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","get_certificate_serial_clean","eval certificate_serial_clean=certificate_serial | rex mode=sed field=certificate_serial_clean ""s/://g""",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","get_threat_attribution(1)","lookup update=true threat_group_intel _key as ""$key$"" OUTPUTNEW | fillnull value=""undefined"" threat_group,threat_category",key,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","get_threat_attribution_weight(1)","lookup update=true threat_group_intel _key as ""$key$"" OUTPUTNEW weight",key,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","get_threat_download_status","rex field=threat_key "".*?\|(?<threatlist_title>.+)_TAXII"" | eval threatlist_title=if(isnull(threatlist_title),threat_key,threatlist_title) | join type=outer threatlist_title [| rest splunk_server=local count=0 /services/data/inputs/threatlist | rename title as threatlist_title | table threatlist_title, disabled] | fields - threatlist_title",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","http_intel","inputlookup append=T http_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""http_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","http_intel_stats","dc(http_user_agent),dc(http_referrer),dc(url),dc(header),dc(ip),dc(domain)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","ip_intel","inputlookup append=T ip_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""ip_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","ip_intel_stats","dc(ip),dc(domain)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","process_intel","inputlookup append=T process_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""process_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","process_intel_stats","dc(process),dc(process_file_name),dc(process_handle_name),dc(src),dc(dest)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","registry_intel","inputlookup append=T registry_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""registry_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","registry_intel_stats","dc(registry_path),dc(registry_value_name),dc(registry_value_text)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","service_intel","inputlookup append=T service_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""service_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","service_intel_stats","dc(service),dc(service_file_hash),dc(service_dll_file_hash)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","set_threat_collection_name(1)","eval threat_collection=if(isnull(threat_collection),""$string$"",threat_collection)",string,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","set_threat_intel_meta_now(1)","eval collection=""$collection$"",time=now() | fields - count | outputlookup key_field=collection append=T threat_intel_meta_lookup",collection,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threat_artifacts_max",10000,,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threat_categories","`threat_group_intel` | stats count by threat_category | fields threat_category | sort + threat_category",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threat_group_intel","inputlookup append=T threat_group_intel | fillnull value=""undefined"" threat_group,threat_category",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threat_groups","`threat_group_intel` | stats count by threat_group | fields threat_group | sort + threat_group",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threat_sources","`threat_group_intel` | fields source_id | dedup source_id | sort + source_id",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_collection_keys","inputlookup append=T threatintel_collection_key_lookup | dedup collection,key | sort + collection,key",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_domain_lookup(1)","`truncate_domain_dedup($source$)` | lookup update=true threatintel_by_domain domain as ""$source$"" OUTPUTNEW | lookup update=true threatintel_by_domain domain as ""$source$_domain"" OUTPUTNEW",source,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_multilookup(1)","lookup update=true threatintel_by_system system as ""$field$"" OUTPUTNEW | lookup update=true threatintel_by_cidr cidr as ""$field$"" OUTPUTNEW | `threatintel_domain_lookup($field$)` | eval threat_match_field=case(isnotnull(threat_match_field),threat_match_field,isnotnull('$field$') AND isnotnull(threat_collection_key),""$field$"",1=1,threat_match_field) | eval threat_match_value=case(isnotnull(threat_match_value),threat_match_value,isnotnull('$field$') AND isnotnull(threat_collection_key),'$field$',1=1,threat_match_value)",field,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_outputlookup(1)","`threatintel_outputlookup(""$field$"",""threatintel_by_$field$"")`",field,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_outputlookup(2)","`get_threat_download_status` | `threatintel_outputlookup_exclusions` | mvexpand ""$field$"" | rename _key as threat_collection_key | dedup ""$field$"",threat_collection_key,threat_key | where isnotnull('$field$') AND NOT ('$field$' LIKE ""*%"" OR '$field$' LIKE ""%*"") | fillnull value=""X"" weight | table ""$field$"",threat_collection,threat_collection_key,threat_key,weight | outputlookup $collection$ | stats count","field,collection","DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_outputlookup_exclusions","where NOT match(disabled, ""1|[Tt]|[Tt][Rr][Uu][Ee]"")",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_outputlookup_wildcard(1)","`threatintel_outputlookup_wildcard(""$field$"",""threatintel_by_$field$_wildcard"")`",field,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_outputlookup_wildcard(2)","`get_threat_download_status` | `threatintel_outputlookup_exclusions` | mvexpand ""$field$"" | rename _key as threat_collection_key | dedup ""$field$"",threat_collection_key,threat_key | where isnotnull('$field$') AND ('$field$' LIKE ""*%"" OR '$field$' LIKE ""%*"") AND len('$field$')>=`threatintel_wildcard_minlength` | fillnull value=""X"" weight | table ""$field$"",threat_collection,threat_collection_key,threat_key,weight | outputlookup $collection$ | stats count","field,collection","DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_url_lookup(1)","lookup update=true threatintel_by_url ""$url$"" OUTPUTNEW | lookup update=true threatintel_by_url_wildcard ""$url$"" OUTPUTNEW",url,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","threatintel_wildcard_minlength",3,,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","user_intel","inputlookup append=T user_intel | fillnull value=0 updated,disabled | `set_threat_collection_name(""user_intel"")` | `get_threat_attribution_weight(threat_key)`",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","user_intel_stats","dc(user)",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","zipexpand_threat_matches","eval intelzip=mvzip(threat_collection,threat_collection_key,""@@""), intelzip=mvzip(intelzip,threat_key,""@@""), intelzip=mvzip(intelzip,weight,""@@"") | fields - threat_collection,threat_collection_key,threat_key,weight | mvexpand intelzip | rex field=intelzip ""(?<threat_collection>.+?)@@(?<threat_collection_key>.+?)@@(?<threat_key>.+?)@@(?<weight>.+)"" | eval weight=if(isnum(weight),weight,null()) | fields - intelzip",,"DA-ESS-ThreatIntelligence",global,system,
ES,"PROD-ES-1|search_head","access_apps","inputlookup append=T access_app_tracker",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","access_tracker","inputlookup append=T access_tracker | `get_identity4events(user)` | `get_asset(dest)` | `get_identity4events(dest_owner)`",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","access_tracker(1)","inputlookup append=T access_tracker where `tracker_trp($timefield$,$timefield$)` | `get_identity4events(user)` | `get_asset(dest)` | `get_identity4events(dest_owner)`",timefield,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","account_management","tag=account (tag=management OR tag=lockout) | tags outputfield=tag | fillnull value=unknown signature,src,src_nt_domain,src_user,dest,dest_nt_domain,user",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","all_default_account_usage(2)","`default_user_accounts` | eval ""$default_account$""=case(src_user_category==""default"",src_user,user_category==""default"",user,1=1,'$default_account$') | eval ""$default_account_system$""=case(src_user_category==""default"",src,user_category==""default"",dest,1=1,'$default_account_system$')","default_account,default_account_system","SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head",authentication,"tag=authentication NOT (action=success user=*$) | tags outputfield=tag | fillnull value=unknown action,app,src,src_user,dest,user",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","authentication(1)","`authentication` | search action=$action$",action,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","default_local_accounts","`default_user_accounts` `useraccounts` | tags outputfield=tag",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","default_user_accounts","(tag=default OR src_user_category=default OR user_category=default)",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","get_second2lastTime_meval(3)","""$second$""=mvdedup(mvappend('$second$',NULL,'$last_vals$')),`mvfilter_field_meval($second$,$last$)`,""$second$""=max('$second$')","second,last_vals,last","SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","inactive_account_usage(2)","inputlookup append=T access_tracker where [| makeresults | `make_ts_value(""-$lessThan$h"",lastTime_user)` | eval search=""lastTime_user>="".lastTime_user | return $search] | stats min(firstTime) as firstTime,values(second2lastTime) as second2lastTime,values(lastTime) as lastTime_vals,max(lastTime) as lastTime by user | eval `get_second2lastTime_meval(second2lastTime,lastTime_vals,lastTime)`,inactiveDays=round((lastTime-second2lastTime)/86400,2),_time=lastTime | search inactiveDays>=$greaterThan$ | `get_identity4events(user)`","greaterThan,lessThan","SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","inactive_accounts(1)","inputlookup append=T access_tracker where [| makeresults | `make_ts_value(""-$greaterThan$d"",lastTime_user)` | eval search=""lastTime_user<="".lastTime_user | return $search] | stats min(firstTime) as firstTime,max(lastTime) as lastTime by user | eval _time=lastTime,inactiveDays=round(((time()-lastTime)/86400),2) | `get_identity4events(user)`",greaterThan,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","settags_access","tag LIKE ""%""",,"SA-AccessProtection",global,system,
ES,"PROD-ES-1|search_head","asset_eventcount","`assets` | join type=outer asset_id [| `host_eventcount` | `hourDiff` | rename host_asset_id as asset_id | fields asset_id,firstTime,lastTime,hourDiff,dayDiff]",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","event_count_filter","(index!=notable index!=risk index!=*summary*)",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_view_tracker(1)","tstats `summariesonly` count from datamodel=Splunk_Audit.View_Activity by _time,View_Activity.app,View_Activity.view,View_Activity.user span=1s | `drop_dm_object_name(""View_Activity"")` | `get_expected_views` | search is_expected=true | append [| `expected_views` | search is_expected=true | expectedactivity append=False fields=""app,view"" earliest=$earliest$ latest=now interval=86400 | eval count=0] | sort - _time",earliest,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_view_tracker(2)","`expected_view_tracker($earliest$)` | search app=""$app$""","earliest, app","SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_view_tracker(3)","`expected_view_tracker($earliest$)` | search app=""$app$"" view=""$view$""","earliest, app, view","SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_views","inputlookup append=T expected_views_lookup | dedup app,view | `str_to_bool(is_expected)` | sort + app,view",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_views(1)","`expected_views` | search app=""$app$""",app,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","expected_views(2)","`expected_views` | search app=""$app$"" view=""$view$""","app, view","SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","get_expected_views","lookup local=true expected_views_lookup app,view OUTPUT app,is_expected | `str_to_bool(is_expected)`",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","host_eventcount","`host_eventcount(""*"")`",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","host_eventcount(1)","metadata type=hosts index=$index$ | `lower(host)` | stats min(firstTime) as firstTime,max(recentTime) as recentTime,max(lastTime) as lastTime,sum(totalCount) as totalCount by host | eval _time=lastTime | `get_asset(host)` | `get_identity4events(host_owner)` | eval is_expected=host_is_expected | eval dayDiff=round((now()-lastTime)/86400,2) | sort 0 -dayDiff",index,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","host_eventcount(2)","`host_eventcount` | `daysago($lessThan$)` | `hoursago($greaterThan$,"">"")`","lessThan,greaterThan","SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","index_thruput(1)","index=_internal source=""*metrics.log*"" group=per_$metric$_thruput | eval KBytes=kb | eval MBytes=KBytes/1024 | eval GBytes=MBytes/1024 | eval KBps=kbps | eval MBps=KBps/1024 | eval GBps=MBps/1024",metric,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","license_info","index=_internal source=""*license_audit.log*"" todaysBytesIndexed | eval exceedTimeDiff=now()-lastExceedDate | `ctime(lastExceedDate)` | eval peakGBytes=peak/1073741824 | eval todaysGBytesIndexed=todaysBytesIndexed/1073741824",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","licensing_epd","inputlookup append=t licensing_epd | bucket _time span=1d",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","splunkd_startmode","`splunkd_startmode(""*"")`",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","splunkd_startmode(1)","`service($host$)` | search (app=Splunkd OR app=splunk)",host,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","splunkd_utilization","`splunkd_utilization(""*"")`",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","splunkd_utilization(1)","`localprocesses($host$)` | search app=""*splunkd*""",host,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","view_activity","`view_activity(""*"",""*"")`",,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","view_activity(1)","`view_activity(""$app$"",""*"")`",app,"SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head","view_activity(2)","index=_internal sourcetype=splunk_web_access method=GET status=200 | rex ""GET /[^/]+/app/(?<app>[^/ ?]+)/(?<view>[^/ ?]+)"" | search app=""$app$"" view=""$view$""","app, view","SA-AuditAndDataProtection",global,system,
ES,"PROD-ES-1|search_head",cputime,"(sourcetype=""*:CPUTime"" NOT sourcetype=""Perfmon:CPUTime"") OR (sourcetype=""Perfmon:CPUTime"" PercentProcessorTime=*) OR (sourcetype=cpu AND cpu=""all"") | tags outputfield=tag | fillnull value=unknown PercentProcessorTime | eval PercentProcessorTime=if(PercentProcessorTime=""unknown"",PercentSystemTime+PercentUserTime,PercentProcessorTime) | search NOT PercentProcessorTime=unknown",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","cputime(1)","dest=$host$ `cputime`",host,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","cputime(2)","`cputime($host$)` | head $limit$","host, limit","SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head",disk,"(sourcetype=*:FreeDiskSpace NOT sourcetype=Perfmon:FreeDiskSpace) OR sourcetype=df | append [search sourcetype=Perfmon:FreeDiskSpace | transaction _time, dest, collection, object, instance | search PercentFreeSpace=* FreeMBytes=*] | tags outputfield=tag | search NOT mount=*Total | fillnull value=0 FreeMBytes,PercentFreeSpace,TotalMBytes,UsedMBytes | eval PercentFreeSpace=if(PercentFreeSpace<=0,0.01,PercentFreeSpace) | eval PercentFreeSpaceDec=PercentFreeSpace/100 | eval TotalMBytes=if(sourcetype==""WMI:FreeDiskSpace"" OR sourcetype=""Perfmon:FreeDiskSpace"",FreeMBytes/PercentFreeSpaceDec,TotalMBytes) | eval UsedMBytes = if(sourcetype==""WMI:FreeDiskSpace"" OR sourcetype=""Perfmon:FreeDiskSpace"",TotalMBytes-FreeMBytes,UsedMBytes) | eval FreeMBytes=round(FreeMBytes) | eval TotalMBytes=round(TotalMBytes) | eval UsedMBytes=round(UsedMBytes)",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","disk(1)","dest=$host$ `disk`",host,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","disk(2)","`disk($host$)` | transaction _time,dest | head $limit$","host, limit","SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","endpoint_change","tag=endpoint tag=change | tags outputfield=tag | fillnull value=unknown action,dest,object,object_category,object_path,status,user",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_interesting_ports","lookup interesting_ports_lookup transport,dest_port,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_interesting_processes","lookup interesting_processes_lookup app as process,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_interesting_services","lookup interesting_services_lookup app as service,dest OUTPUTNEW is_required,is_prohibited,is_secure,note | fillnull value=""undefined"" is_required,is_prohibited,is_secure | `lower(is_required)` | `lower(is_prohibited)` | `lower(is_secure)`",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_primary_function(1)","lookup primary_function_lookup $type$ OUTPUTNEW is_primary,function | `str_to_bool(is_primary)`",type,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_primary_function-port","`get_primary_function(""transport,port as dest_port"")`",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","get_update_signature","lookup update=true update_signature_reference_lookup signature_id,vendor_product OUTPUTNEW signature",,"SA-EndpointProtection",global,system,
ES,"PROD-ES-1|search_head","index_time_delta","index=endpoint_summary source=""Endpoint - Index Time Delta 2 - Summary Gen"" | rename orig_* as * | rename tag::orig_* as tag::*",,"SA-EndpointProtection",global,system,
