"Splunk_Instance","Splunk_Roles",app,Lookup,author,sharing,Filename,Type,Collection,updated,disabled,"Match_Type",Replicate,"Allow_Caching",Filter,"Index_Fields_List","Min_Matches","Max_Matches","Fields_List"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_Use_Case_Arsenal","security_use_cases_index_auto_lookup",system,global,"security_use_cases_index_auto.csv",file,,"2019-05-28T11:38:53+00:00",0,,,,,,,1000,"Use_Case_Number,Use_Case_Name,Application_Context"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_Use_Case_Arsenal","security_use_cases_index_manual_lookup",system,global,"security_use_cases_index_manual.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"Use_Case_Number,Use_Case_Name,Description,Application_Context,Data_Model,Data_Source,Data_Enrichment,Adoption_Phase,Use_Case_Collection"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_Use_Case_Arsenal","security_use_cases_lookup",system,global,,kvstore,"security_use_cases","1970-01-01T00:00:00+00:00",0,,,,,,,,"locator,Use_Case_Number,Use_Case_Name,ATT_CK_Tactic,Application_Context,Data_Model,Dataset,Description,ESCU_Analytic_Story,ESCU_Category,ESCU_Asset_At_Risk,ESCU_CIS_Critical_Security_Controls,ESCU_Channel,ESCU_Confidence,ESCU_Creation_Date,ESCU_Details,ESCU_How_To_Implement,ESCU_Known_False_Positives,ESCU_Providing_Technologies,ESCU_Required_Fields,ESCU_Search_Type,Kill_Chain_Phases,Notable_Severity,SE_Category,SE_Data_Sources,SE_Journey,SE_Security_Use_Case,Search,Security_Domain,Adoption_Phase,Data_Source,Data_Enrichment,Use_Case_Collection,source_data"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_Use_Case_Arsenal","use_case_data_source_desc_lookup",system,global,"use_case_data_source_desc.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,1,"Data_Source_Name,Data_Source_Type,Data_Source_Description"
CM1,"PROD-CM-1|cluster_master|search_head","Splunk_Use_Case_Arsenal","use_case_data_source_lookup",system,global,"use_case_data_source.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(org_data_source)",,,,,,,"org_data_source,new_data_source,type"
CM1,"PROD-CM-1|cluster_master|search_head",dpaper,"splunk_ports_lookup",admin,global,"splunk_ports.csv",file,,"2019-05-28T20:36:21+00:00",0,,,,,,,,"Port,Component,Purpose,Communicates"
CM1,"PROD-CM-1|cluster_master|search_head",search,"geo_attr_countries",system,global,"geo_attr_countries.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"country,region_wb,region_un,subregion,continent,iso2,iso3"
CM1,"PROD-CM-1|cluster_master|search_head",search,"geo_attr_us_states",system,global,"geo_attr_us_states.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"state_name,state_fips,state_code"
CM1,"PROD-CM-1|cluster_master|search_head",search,"geo_countries",system,global,"geo_countries.kmz",geo,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
CM1,"PROD-CM-1|cluster_master|search_head",search,"geo_us_states",system,global,"geo_us_states.kmz",geo,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console","dmc_assets",system,app,"assets.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"peerURI,serverName,host,machine,search_group,_mkv_child,_timediff"
CM1,"PROD-CM-1|cluster_master|search_head","splunk_monitoring_console","dmc_forwarder_assets",system,app,"dmc_forwarder_assets.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"guid,hostname,forwarder_type,version,arch,os,status,last_connected,sum_kb,avg_tcp_kbps_sparkline,avg_tcp_kbps,avg_tcp_eps"
CM1,"PROD-CM-1|cluster_master|search_head",system,dnslookup,system,system,,external,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"clienthost,clientip"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","api_call_by_user_baseline",system,global,"api_call_by_user_baseline.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","aws_service_accounts",system,global,"aws_service_accounts.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","baseline_blocked_outbound_connections",system,global,"baseline_blocked_outbound_connections.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","brandMonitoring_lookup",system,global,"brand_monitoring.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(domain)",,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","csc_lookup",system,global,"csc_lookup.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,"number,name"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","discovered_dns_records",system,global,"discovered_dns_records.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate",domains,system,global,"domains.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"domain,isValidDomain"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","dynamic_dns_providers_default",system,global,"dynamic_dns_providers_default.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(dynamic_dns_domains)",,,,,,,"dynamic_dns_domains,isDynDNS_default"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","dynamic_dns_providers_local",system,global,"dynamic_dns_providers_local.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(dynamic_dns_domains)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","escu_search_id_lookup",system,global,"escu_search_id.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","is_suspicious_file_extension_lookup",system,global,"suspicious_email_attachments.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(file_name)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","legit_domains",system,global,"legit_domains.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"domain,isLegit"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","lookup_rare_process_whitelist_default",system,global,"rare_process_whitelist_default.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(process)",,,,,1,,"process,whitelist"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","lookup_rare_process_whitelist_local",system,global,"rare_process_whitelist_local.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(process)",,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","lookup_uncommon_processes_default",system,global,"uncommon_processes_default.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(process)",,,,,,,"process_name,uncommon_default,category_default,analytic_story_default,kill_chain_phase_default,mitre_attack_default"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","lookup_uncommon_processes_local",system,global,"uncommon_processes_local.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(process)",,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","network_acl_activity_baseline",system,global,"network_acl_activity_baseline.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_S3_access_from_remote_ip",system,global,"previously_seen_S3_access_from_remote_ip.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_api_calls_from_user_roles",system,global,"previously_seen_api_calls_from_user_roles.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_aws_cross_account_activity",system,global,"previously_seen_aws_cross_account_activity.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_aws_regions",system,global,"previously_seen_aws_regions.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_cloud_compute_creations_by_user",system,global,"previously_seen_cloud_compute_creations_by_user.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_cloud_compute_images",system,global,"previously_seen_cloud_compute_images.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_cloud_compute_instance_types",system,global,"previously_seen_cloud_compute_instance_types.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_cloud_regions",system,global,"previously_seen_cloud_regions.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_cmd_line_arguments",system,global,"previously_seen_cmd_line_arguments.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_ec2_modifications_by_user",system,global,"previously_seen_ec2_modifications_by_user.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","previously_seen_running_windows_services",system,global,"previously_seen_running_windows_services.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","prohibitedProcesses_lookup",system,global,"prohibited_processes.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"app,note"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","prohibited_apps_launching_cmd",system,global,"prohibited_apps_launching_cmd.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(prohibited_applications)",,,,,,,"prohibited_applications,isProhibited"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","ransomware_extensions_lookup",system,global,"ransomware_extensions.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","ransomware_notes_lookup",system,global,"ransomware_notes.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(ransomware_notes)",,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","s3_deletion_baseline",system,global,"s3_deletion_baseline.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","security_group_activity_baseline",system,global,"security_group_activity_baseline.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","security_services_lookup",system,global,"security_services.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(service)",,,,,1,,"service,description,category"
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","suspicious_writes_lookup",system,global,"suspicious_files.csv",file,,"1970-01-01T00:00:00+00:00",0,"WILDCARD(file)",,,,,1,,""
ES,"PROD-ES-1|search_head","DA-ESS-ContentUpdate","system32_executables",system,global,"system32_executables.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,1,,"filename,systemFile"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","ppf_http_category",system,global,"ppf_http_category.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,category,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","ppf_http_user_agent",system,global,"ppf_http_user_agent.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,http_user_agent,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","ppf_new_domains",system,global,"ppf_new_domains.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,domain,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","ppf_traffic_size",system,global,"ppf_traffic_size.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,src,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","ppf_url_length",system,global,"ppf_url_length.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"start_time,end_time,url,filter,creator,create_time"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","traffic_bytes_tracker",system,global,"traffic_bytes_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"min_bytes,mean_bytes,max_bytes,stdev,total_count,Z,search"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","url_length_tracker",system,global,"url_length_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"min_length,mean_length,max_length,stdev,total_count,Z,search"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","user_agent_length_tracker",system,global,"user_agent_length_tracker.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"min_length,mean_length,max_length,stdev,total_count,Z,search"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","vulnerability_tracker",system,global,,kvstore,"vulnerability_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,firstTime,lastTime,signature,dest"
ES,"PROD-ES-1|search_head","DA-ESS-NetworkProtection","whois_tracker",system,global,,kvstore,"whois_tracker","1970-01-01T00:00:00+00:00",0,,,,,,,1,"_key,_time,domain,resolved_domain,created"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","certificate_intel",system,global,,kvstore,"certificate_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,alias,certificate_version,certificate_file_hash,certificate_handshake_type,certificate_issuer,certificate_issuer_common_name,certificate_issuer_email,certificate_issuer_locality,certificate_issuer_organization,certificate_issuer_state,certificate_issuer_street,certificate_issuer_unit,certificate_publickey_algorithm,certificate_serial,certificate_signature_algorithm,certificate_subject,certificate_subject_common_name,certificate_subject_email,certificate_subject_locality,certificate_subject_organization,certificate_subject_state,certificate_subject_street,certificate_subject_unit,certificate_supported_next_protocol,certificate_end_time,certificate_start_time,ip,domain,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","email_intel",system,global,,kvstore,"email_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,alias,received_time,src_user,actual_src_user,recipient,actual_recipient,subject,body,embedded_domain,embedded_ip,file_name,file_hash,file_size,attachment_type,src,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","file_intel",system,global,,kvstore,"file_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,file_name,file_extension,file_path,file_hash,file_size,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","http_intel",system,global,,kvstore,"http_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,description,http_version,http_method,http_content_type,http_referrer,http_user_agent,http_user_agent_length,status,cookie,header,data,url,url_length,uri_path,uri_query,ip,domain,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","ip_intel",system,global,,kvstore,"ip_intel","1970-01-01T00:00:00+00:00",0,,,,,,,,"_key,ip,description,domain,address,city,country,postal_code,state_prov,organization_name,organization_id,registration_time,threat_key,time,weight,disabled,updated"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_certificate_intel",system,global,"local_certificate_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"certificate_issuer,certificate_subject,certificate_issuer_organization,certificate_subject_organization,certificate_serial,certificate_issuer_unit,certificate_subject_unit,description,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_domain_intel",system,global,"local_domain_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,domain,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_email_intel",system,global,"local_email_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,src_user,subject,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_file_intel",system,global,"local_file_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,file_hash,file_name,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_http_intel",system,global,"local_http_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,http_referrer,http_user_agent,url,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_ip_intel",system,global,"local_ip_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,ip,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_process_intel",system,global,"local_process_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,process,process_file_name,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_registry_intel",system,global,"local_registry_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,registry_path,registry_value_name,registry_value_text,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_service_intel",system,global,"local_service_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,service,service_file_hash,service_dll_file_hash,weight"
ES,"PROD-ES-1|search_head","DA-ESS-ThreatIntelligence","local_user_intel",system,global,"local_user_intel.csv",file,,"1970-01-01T00:00:00+00:00",0,,,,,,,,"description,user,weight"
