"Splunk_Instance","Splunk_Roles",title,disabled,Type,app,author,FORMAT,REGEX,DELIMS,"CLEAN_KEYS","DEST_KEY",FIELDS,"MV_ADD","REPEAT_MATCH","SOURCE_KEY","WRITE_META",sharing,updated
CM1,"PROD-CM-1|cluster_master|search_head","cim_ssl_subject_locality",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_locality::$1","L\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","cim_ssl_subject_organization",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_organization::$1","O\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","cim_ssl_subject_state",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_state::$1","ST\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","cim_ssl_subject_street",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_street::$1","STREET\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","cim_ssl_subject_unit",0,"regex-based","Splunk_SA_CIM",system,"ssl_subject_unit::$1","OU\s*=(.*?)(?=[,;/]\s*(?:[A-Z]+|emailAddress)\s*=|$)",,1,"",,0,,"ssl_subject",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","datamodel_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"datamodel::$1","(?:_ACCELERATE_|id=)DM_[^_]+_(.*?)(?:_ACCELERATE|\s)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_index_cim_modactions",0,"regex-based","Splunk_SA_CIM",system,"cim_modactions",".",,1,"_MetaData:Index",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_sourcetype_cim_modactions",0,"regex-based","Splunk_SA_CIM",system,"sourcetype::modular_alerts:$1","^.*[\\/](.+)_mod(?:alert|workflow).log$",,1,"MetaData:Sourcetype",,0,,"MetaData:Source",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","orig_action_name_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_action_name::$1","\*{3}Common\sAction\sModel\*{3}.*orig_action_name=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","orig_rid_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_rid::$1","\*{3}Common\sAction\sModel\*{3}.*orig_rid=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","orig_sid_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"$0 orig_sid::$1","\*{3}Common\sAction\sModel\*{3}.*orig_sid=\""([^""]+)",,1,"_meta",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","savedsearch_name_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"savedsearch_name::$1","savedsearch_name=\""([^\""]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","search_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"search::$1","(?s)\,\s*search=\'(.*?)\',\s*autojoin",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","signature_for_sendmodalert",0,"regex-based","Splunk_SA_CIM",system,"signature::$1","sendmodalert.*(Alert\saction\sscript\scompleted|Invoking\smodular\salert\saction)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","sinkhole_cam_header",0,"regex-based","Splunk_SA_CIM",system,"$1","(?s)^\*{3}Common\sAction\sModel\*{3}[^\n]+\n(.*)",,1,"_raw",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","sourcetype_for_stash_cam",0,"regex-based","Splunk_SA_CIM",system,"sourcetype::$1","\*{3}Common\sAction\sModel\*{3}.*sourcetype=\""([^""]+)",,1,"MetaData:Sourcetype",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","user_for_audittrail",0,"regex-based","Splunk_SA_CIM",system,"user::$1","user\=([^,]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","vendor_object-vendor_object_path-for_splunk_endpoint_change",0,"regex-based","Splunk_SA_CIM",system,"vendor_object_path::$1 vendor_object::$2","path=""(\S+)/(\S+)""",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","vendor_object_category-vendor_status-for_splunk_endpoint_change",0,"regex-based","Splunk_SA_CIM",system,"vendor_object_category::$1","isdir=(\d)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","Description_for_installedupdates",0,"regex-based","Splunk_TA_nix",system,"Description::$1","^Description=([^\r\n]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","bash_user",0,"regex-based","Splunk_TA_nix",system,"user_name::$1","^\/home\/([^\/]+)\/",,1,"",,0,,source,False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","bash_user_root",0,"regex-based","Splunk_TA_nix",system,"user_name::$1","^\/(root)\/",,1,"",,0,,source,False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_ip_as_dest",0,"regex-based","Splunk_TA_nix",system,"dest::""$1""","(.+)",,1,"",,0,,"dest_ip",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_ack",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1 dest_translated_ip::$2 dest_mac::$3 dest_nt_host::$4","DHCPACK\s+on\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s*(?:\((\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\))?\s*to\s+((?:[a-fA-F0-9]{2}.?){6})\s*(?:\(([^\)]+)\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_ack2",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1 dest_mac::$2","DHCPACK\s+to\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s*(?:\(((?:[a-fA-F0-9]{2}.?){6})\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_discover",0,"regex-based","Splunk_TA_nix",system,"dest_mac::$1 dest_nt_host::$2","DHCPDISCOVER\s+from\s+((?:[a-fA-F0-9]{2}.?){6})\s*(?:\(([^\)]+)\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_inform",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1","DHCPINFORM\s+from\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_nak",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1 dest_translated_ip::$2 dest_mac::$3 dest_nt_host::$4","DHCPNAK\s+on\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s*(?:\((\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\))?\s*to\s+((?:[a-fA-F0-9]{2}.?){6})\s*(?:\(([^\)]+)\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_offer",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1 dest_translated_ip::$2 dest_mac::$3 dest_nt_host::$4","DHCPOFFER\s+on\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s*(?:\((\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\))?\s*to\s+((?:[a-fA-F0-9]{2}.?){6})\s*(?:\(([^\)]+)\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_kv_for_dhcpd_request",0,"regex-based","Splunk_TA_nix",system,"dest_ip::$1 dest_translated_ip::$2 dest_mac::$3 dest_nt_host::$4","DHCPREQUEST\s+for\s+(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s*(?:\((\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\))?\s*from\s+((?:[a-fA-F0-9]{2}.?){6})\s*(?:\(([^\)]+)\))?",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_mac_as_dest",0,"regex-based","Splunk_TA_nix",system,"dest::""$1""","(.+)",,1,"",,0,,"dest_mac",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dest_nt_host_as_dest",0,"regex-based","Splunk_TA_nix",system,"dest::""$1""","(.+)",,1,"",,0,,"dest_nt_host",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","dvc_for_dhcpd",0,"regex-based","Splunk_TA_nix",system,"dvc::$1","via\s+(.*)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","fields_for_cpu_sh",0,"regex-based","Splunk_TA_nix",system,"pctUser::$1 pctNice::$2 pctSystem::$3 pctIowait::$4 pctIdle::$5","all\s+(\d*\.*\d*)\s+(\d*\.*\d*)\s+(\d*\.*\d*)\s+(\d*\.*\d*)\s+(\d*\.*\d*)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","fields_for_open_ports_sh",0,"regex-based","Splunk_TA_nix",system,"Proto::""$1"" Port::""$2""","([^\s]+)\s+([0-9]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","fields_for_vmstat_sh",0,"regex-based","Splunk_TA_nix",system,"memTotalMB::""$1"" memFreeMB::""$2"" memUsedMB::""$3"" memFreePct::""$4"" memUsedPct::""$5"" pgPageOut::""$6"" swapUsedPct::""$7"" pgSwapOut::""$8"" cSwitches::""$9"" interrupts::""$10"" forks::""$11"" processes::""$12"" threads::""$13"" loadAvg1mi::""$14"" waitThreads::""$15"" interrupts_PS::""$16"" pgPageIn_PS::""$17"" pgPageOut_PS::""$18""","\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)\s+([0-9.?]+)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","fix_source_for_config_file",0,"regex-based","Splunk_TA_nix",system,"source::/etc/test",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_linux_cpu",0,"regex-based","Splunk_TA_nix",system,"host::$1","^\S+\s+\S+\s+\S+\s+(\S+)",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_linux_disk",0,"regex-based","Splunk_TA_nix",system,"host::$1","^\S+\s+\S+\s+\S+\s+(\S+)",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_linux_eventgen",0,"regex-based","Splunk_TA_nix",system,"host::ACME-001",".",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_linux_io",0,"regex-based","Splunk_TA_nix",system,"host::$1","^\S+\s+\S+\s+\S+\s+(\S+)",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_linux_memory",0,"regex-based","Splunk_TA_nix",system,"host::$1","^\S+\s+\S+\s+\S+\s+(\S+)",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_osx_eventgen",0,"regex-based","Splunk_TA_nix",system,"host::ACME-002",".",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_solaris_eventgen",0,"regex-based","Splunk_TA_nix",system,"host::ACME-003",".",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_host_for_unix_eventgen",0,"regex-based","Splunk_TA_nix",system,"host::ACME-004",".",,1,"MetaData:Host",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_cputime",0,"regex-based","Splunk_TA_nix",system,"source::Linux:CPUTime",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_freediskspace",0,"regex-based","Splunk_TA_nix",system,"source::Linux:FreeDiskSpace",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_listeningports",0,"regex-based","Splunk_TA_nix",system,"source::Linux:ListeningPorts",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_localprocesses",0,"regex-based","Splunk_TA_nix",system,"source::Linux:LocalProcesses",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_memory",0,"regex-based","Splunk_TA_nix",system,"source::Linux:Memory",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_selinuxconfig",0,"regex-based","Splunk_TA_nix",system,"source::Linux:SELinuxConfig",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_service",0,"regex-based","Splunk_TA_nix",system,"source::Linux:Service",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_sshdconfig",0,"regex-based","Splunk_TA_nix",system,"source::Linux:SSHDConfig",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_update",0,"regex-based","Splunk_TA_nix",system,"source::Linux:Update",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_uptime",0,"regex-based","Splunk_TA_nix",system,"source::Linux:Uptime",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_useraccounts",0,"regex-based","Splunk_TA_nix",system,"source::Linux:UserAccounts",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_version",0,"regex-based","Splunk_TA_nix",system,"source::Linux:Version",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_linux_vsftpdchecker",0,"regex-based","Splunk_TA_nix",system,"source::Linux:VSFTPDConfig",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_osx_memory",0,"regex-based","Splunk_TA_nix",system,"source::OSX:Memory",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_osx_service",0,"regex-based","Splunk_TA_nix",system,"source::OSX:Service",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_osx_sshdconfig",0,"regex-based","Splunk_TA_nix",system,"source::OSX:SSHDConfig",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_osx_update",0,"regex-based","Splunk_TA_nix",system,"source::OSX:Update",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_osx_version",0,"regex-based","Splunk_TA_nix",system,"source::OSX:Version",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_solaris_memory",0,"regex-based","Splunk_TA_nix",system,"source::Solaris:Memory",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_solaris_service",0,"regex-based","Splunk_TA_nix",system,"source::Solaris:Service",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_solaris_version",0,"regex-based","Splunk_TA_nix",system,"source::Solaris:Version",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_cputime",0,"regex-based","Splunk_TA_nix",system,"source::Unix:CPUTime",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_freediskspace",0,"regex-based","Splunk_TA_nix",system,"source::Unix:FreeDiskSpace",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_listeningports",0,"regex-based","Splunk_TA_nix",system,"source::Unix:ListeningPorts",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_localprocesses",0,"regex-based","Splunk_TA_nix",system,"source::Unix:LocalProcesses",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_memory",0,"regex-based","Splunk_TA_nix",system,"source::Unix:Memory",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_service",0,"regex-based","Splunk_TA_nix",system,"source::Unix:Service",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_sshdconfig",0,"regex-based","Splunk_TA_nix",system,"source::Unix:SSHDConfig",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_update",0,"regex-based","Splunk_TA_nix",system,"source::Unix:Update",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_uptime",0,"regex-based","Splunk_TA_nix",system,"source::Unix:Uptime",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_useraccounts",0,"regex-based","Splunk_TA_nix",system,"source::Unix:UserAccounts",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","force_source_for_unix_version",0,"regex-based","Splunk_TA_nix",system,"source::Unix:Version",".",,1,"MetaData:Source",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","ftpd_authentication",0,"regex-based","Splunk_TA_nix",system,"app::$1 vendor_action::""$2"" src::$3 src_ip::$4 user::""$5""","(ftpd)\[\d+\]\:.*(FTP\s+LOGIN)\s+FROM\s+([^\s]+)\s+\[(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\]\,\s+(.*)",,1,"",,0,,"_raw",False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","host_as_dest",0,"regex-based","Splunk_TA_nix",system,"dest::""$1""","(.+)",,1,"",,0,,host,False,global,"1970-01-01T00:00:00+00:00"
CM1,"PROD-CM-1|cluster_master|search_head","host_as_src",0,"regex-based","Splunk_TA_nix",system,"src::""$1""","(.+)",,1,"",,0,,host,False,global,"1970-01-01T00:00:00+00:00"
